Order_ID,Order_Date,Month,Month_No,Customer_ID,State,Sales_Channel,Category,Product,Quantity,Unit_Price_INR,Discount_Pct,Gross_Sales_INR,Discount_Amount_INR,Net_Sales_INR,Cost_INR,Profit_INR,Profit_Margin_Pct,Payment_Method
ORD0017,2025-06-29,June,6,CUST0295,Delhi,Marketplace,Electronics,Laptop,6,63391.58,0.3,380349.48,114104.844,266244.636,207670.81608000002,58573.81991999998,21.999999999999993,Net Banking
ORD0018,2025-04-23,April,4,CUST0054,Karnataka,Online,Electronics,Laptop,3,42745.17,0.1,128235.51,12823.551,115411.959,90021.32802,25390.63098,22.0,UPI
ORD0019,2025-05-06,May,5,CUST0247,Uttar Pradesh,Marketplace,Furniture,Bookshelf,5,13512.69,0.3,67563.45,20269.035,47294.41499999999,32160.2022,15134.212799999994,31.99999999999999,Debit Card
ORD0020,2025-09-12,September,9,CUST0240,Madhya Pradesh,Online,Grocery,Tea,5,777.15,0.15,3885.75,582.8625,3302.8875,2378.0789999999997,924.8085000000001,28.000000000000004,Debit Card
ORD0021,2025-11-22,November,11,CUST0147,Uttar Pradesh,Marketplace,Beauty,Perfume,3,2149.95,0.15,6449.849999999999,967.4774999999998,5482.3724999999995,2850.8336999999997,2631.5388,48.0,UPI
ORD0022,2025-05-08,May,5,CUST0151,Telangana,Marketplace,Furniture,Table,1,17703.03,0.15,17703.03,2655.4545,15047.575499999999,10232.35134,4815.22416,32.0,Credit Card
ORD0023,2025-04-22,April,4,CUST0254,Gujarat,Online,Electronics,Headphones,4,38190.08,0.05,152760.32,7638.0160000000005,145122.304,113195.39712000001,31926.906879999995,21.999999999999996,UPI
ORD0024,2025-08-21,August,8,CUST0152,Rajasthan,Online,Office Supplies,Stapler,3,1842.29,0.25,5526.87,1381.7175,4145.1525,2404.18845,1740.96405,42.0,Debit Card
ORD0025,2025-04-23,April,4,CUST0112,West Bengal,Marketplace,Clothing,T-Shirt,6,4179.44,0.15,25076.64,3761.4959999999996,21315.144,11723.329200000002,9591.814799999998,44.99999999999999,Net Banking
ORD0026,2025-12-04,December,12,CUST0161,Uttar Pradesh,Online,Furniture,Cabinet,6,12589.54,0.3,75537.24,22661.172000000002,52876.068,35955.72624,16920.341759999996,31.99999999999999,Cash
ORD0027,2025-05-15,May,5,CUST0022,Rajasthan,Retail Store,Office Supplies,File Folder,1,839.35,0.1,839.35,83.935,755.415,438.1406999999999,317.27430000000004,42.00000000000001,Debit Card
ORD0028,2025-09-21,September,9,CUST0284,Madhya Pradesh,Online,Office Supplies,Stapler,3,2007.55,0.1,6022.65,602.265,5420.384999999999,3143.8232999999996,2276.5616999999997,42.0,Net Banking
ORD0029,2025-10-31,October,10,CUST0017,Gujarat,Retail Store,Office Supplies,Pen Set,4,158.36,0.15,633.44,95.016,538.4240000000001,312.28592000000003,226.13808000000006,42.00000000000001,Cash
ORD0030,2025-08-21,August,8,CUST0099,Madhya Pradesh,Marketplace,Beauty,Sunscreen,5,1613.01,0.3,8065.05,2419.515,5645.535,2935.6782,2709.8568,48.00000000000001,Net Banking
ORD0031,2025-06-10,June,6,CUST0058,Maharashtra,Retail Store,Office Supplies,Printer Paper,2,1436.32,0.25,2872.64,718.16,2154.48,1249.5983999999999,904.8816000000002,42.00000000000001,Credit Card
ORD0032,2025-05-07,May,5,CUST0299,Rajasthan,Marketplace,Office Supplies,File Folder,2,2205.7,0.15,4411.4,661.7099999999999,3749.6899999999996,2174.8201999999997,1574.8698,42.00000000000001,Credit Card
ORD0033,2025-09-04,September,9,CUST0036,Uttar Pradesh,Online,Furniture,Table,3,8264.66,0.15,24793.98,3719.0969999999998,21074.883,14330.920440000002,6743.96256,31.999999999999996,Debit Card
ORD0034,2025-05-23,May,5,CUST0051,West Bengal,Retail Store,Clothing,Formal Shirt,2,1016.9,0.15,2033.8,305.07,1728.73,950.8015,777.9285,45.0,Credit Card
ORD0035,2025-02-27,February,2,CUST0054,Gujarat,Online,Grocery,Coffee,1,92.95,0.2,92.95,18.59,74.36,53.5392,20.8208,27.999999999999996,Cash
ORD0036,2025-04-18,April,4,CUST0047,Maharashtra,Marketplace,Beauty,Perfume,7,481.65,0.0,3371.5499999999997,0.0,3371.5499999999997,1753.206,1618.3439999999998,48.0,Net Banking
ORD0037,2025-05-04,May,5,CUST0275,Telangana,Marketplace,Furniture,Desk,6,3424.02,0.1,20544.12,2054.412,18489.708,12573.00144,5916.706559999999,31.999999999999996,Net Banking
ORD0038,2025-04-27,April,4,CUST0129,Telangana,Retail Store,Grocery,Rice,7,542.56,0.15,3797.9199999999996,569.6879999999999,3228.232,2324.3270399999997,903.9049600000003,28.000000000000007,Credit Card
ORD0039,2025-04-06,April,4,CUST0272,Karnataka,Marketplace,Grocery,Coffee,6,871.79,0.15,5230.74,784.611,4446.129,3201.2128799999996,1244.9161200000003,28.000000000000007,Net Banking
ORD0040,2025-09-04,September,9,CUST0086,West Bengal,Online,Office Supplies,Stapler,4,1458.49,0.05,5833.96,291.69800000000004,5542.262,3214.51196,2327.75004,42.0,Net Banking
ORD0041,2025-02-16,February,2,CUST0204,Telangana,Retail Store,Electronics,Keyboard,6,56761.25,0.15,340567.5,51085.125,289482.375,225796.2525,63686.1225,22.0,Cash
ORD0042,2025-10-16,October,10,CUST0246,Gujarat,Retail Store,Grocery,Tea,6,797.24,0.0,4783.4400000000005,0.0,4783.4400000000005,3444.0768000000003,1339.3632000000002,28.000000000000004,Credit Card
ORD0043,2025-09-07,September,9,CUST0004,Tamil Nadu,Marketplace,Office Supplies,Printer Paper,2,1302.5,0.1,2605.0,260.5,2344.5,1359.81,984.69,42.00000000000001,UPI
ORD0044,2025-06-09,June,6,CUST0033,Madhya Pradesh,Online,Office Supplies,Pen Set,4,1481.14,0.1,5924.56,592.456,5332.104,3092.62032,2239.4836800000003,42.00000000000001,Debit Card
ORD0045,2025-04-11,April,4,CUST0043,Delhi,Online,Clothing,Jacket,3,5012.35,0.15,15037.050000000001,2255.5575,12781.4925,7029.820875,5751.671625,45.0,Credit Card
ORD0046,2025-02-04,February,2,CUST0090,Delhi,Marketplace,Electronics,Laptop,2,26181.61,0.2,52363.22,10472.644,41890.576,32674.64928,9215.92672,21.999999999999996,Cash
ORD0047,2025-11-10,November,11,CUST0217,Gujarat,Online,Beauty,Face Wash,2,2275.51,0.25,4551.02,1137.755,3413.2650000000003,1774.8978000000002,1638.3672000000001,48.0,Cash
ORD0048,2025-12-23,December,12,CUST0096,Tamil Nadu,Marketplace,Electronics,Keyboard,3,64458.79,0.1,193376.37,19337.637,174038.733,135750.21174,38288.52126000001,22.000000000000004,Cash
ORD0049,2025-07-02,July,7,CUST0273,Madhya Pradesh,Retail Store,Beauty,Perfume,7,2689.99,0.0,18829.93,0.0,18829.93,9791.563600000001,9038.366399999999,47.99999999999999,UPI
ORD0050,2025-12-08,December,12,CUST0233,Maharashtra,Online,Beauty,Perfume,3,529.95,0.0,1589.8500000000001,0.0,1589.8500000000001,826.7220000000001,763.128,48.0,Cash
ORD0051,2025-12-05,December,12,CUST0025,Uttar Pradesh,Marketplace,Furniture,Cabinet,7,4373.9,0.0,30617.299999999996,0.0,30617.299999999996,20819.764,9797.535999999996,31.999999999999996,Cash
ORD0052,2025-02-22,February,2,CUST0223,Telangana,Online,Electronics,Headphones,7,13198.75,0.1,92391.25,9239.125,83152.125,64858.6575,18293.4675,21.999999999999996,Net Banking
ORD0053,2025-08-23,August,8,CUST0253,Rajasthan,Marketplace,Office Supplies,File Folder,2,2424.76,0.15,4849.52,727.428,4122.092000000001,2390.81336,1731.2786400000005,42.00000000000001,Credit Card
ORD0054,2025-10-10,October,10,CUST0136,Madhya Pradesh,Retail Store,Furniture,Table,2,4330.35,0.0,8660.7,0.0,8660.7,5889.276000000001,2771.424,31.999999999999996,UPI
ORD0055,2025-11-23,November,11,CUST0275,Rajasthan,Marketplace,Electronics,Headphones,5,50942.56,0.1,254712.8,25471.28,229241.52,178808.3856,50433.13439999998,21.999999999999993,Credit Card
ORD0056,2025-12-12,December,12,CUST0242,Telangana,Online,Office Supplies,Notebook,7,1142.68,0.05,7998.76,399.93800000000005,7598.822,4407.31676,3191.5052400000004,42.00000000000001,UPI
ORD0057,2025-12-14,December,12,CUST0117,Rajasthan,Retail Store,Grocery,Tea,1,481.1,0.05,481.1,24.055000000000003,457.045,329.0724,127.9726,27.999999999999996,Net Banking
ORD0058,2025-06-09,June,6,CUST0213,Gujarat,Marketplace,Beauty,Moisturizer,5,1264.87,0.0,6324.349999999999,0.0,6324.349999999999,3288.662,3035.6879999999996,48.0,Cash
ORD0059,2025-02-16,February,2,CUST0054,Rajasthan,Marketplace,Electronics,Laptop,1,47657.68,0.1,47657.68,4765.768,42891.912,33455.69136,9436.22064,22.0,Debit Card
ORD0060,2025-01-12,January,1,CUST0008,Telangana,Retail Store,Furniture,Desk,6,12752.28,0.15,76513.68000000001,11477.052000000001,65036.628000000004,44224.907040000006,20811.72096,31.999999999999996,Cash
ORD0061,2025-06-27,June,6,CUST0145,West Bengal,Online,Clothing,Formal Shirt,4,2481.9,0.05,9927.6,496.38000000000005,9431.220000000001,5187.171000000001,4244.049,44.99999999999999,Cash
ORD0062,2025-08-08,August,8,CUST0082,Maharashtra,Online,Beauty,Face Wash,5,3206.06,0.2,16030.3,3206.06,12824.24,6668.6048,6155.6352,48.0,Credit Card
ORD0063,2025-01-10,January,1,CUST0289,Rajasthan,Online,Grocery,Cooking Oil,2,684.33,0.05,1368.66,68.433,1300.227,936.16344,364.06356000000005,28.000000000000004,UPI
ORD0064,2025-09-24,September,9,CUST0283,Madhya Pradesh,Online,Beauty,Face Wash,2,1456.94,0.3,2913.88,874.164,2039.7160000000001,1060.6523200000001,979.06368,48.0,Credit Card
ORD0065,2025-04-15,April,4,CUST0006,Madhya Pradesh,Online,Office Supplies,File Folder,7,756.18,0.0,5293.259999999999,0.0,5293.259999999999,3070.0907999999995,2223.1692,42.00000000000001,Debit Card
ORD0066,2025-01-23,January,1,CUST0145,Gujarat,Retail Store,Beauty,Face Wash,5,3317.73,0.2,16588.65,3317.7300000000005,13270.920000000002,6900.878400000001,6370.0416000000005,48.0,UPI
ORD0067,2025-02-20,February,2,CUST0288,Delhi,Marketplace,Beauty,Shampoo,5,883.85,0.25,4419.25,1104.8125,3314.4375,1723.5075000000002,1590.9299999999998,47.99999999999999,Credit Card
ORD0068,2025-06-11,June,6,CUST0054,Gujarat,Retail Store,Grocery,Biscuits,6,1006.08,0.1,6036.4800000000005,603.648,5432.832,3911.63904,1521.1929600000003,28.000000000000004,UPI
ORD0069,2025-04-22,April,4,CUST0103,Rajasthan,Retail Store,Beauty,Shampoo,5,2309.89,0.2,11549.449999999999,2309.89,9239.56,4804.5712,4434.988799999999,47.99999999999999,Credit Card
ORD0070,2025-12-04,December,12,CUST0249,Rajasthan,Online,Grocery,Tea,7,553.1,0.25,3871.7000000000003,967.9250000000001,2903.775,2090.718,813.0570000000002,28.000000000000007,Credit Card
ORD0071,2025-02-20,February,2,CUST0273,Uttar Pradesh,Online,Electronics,Smartphone,5,53398.89,0.1,266994.45,26699.445000000003,240295.005,187430.10390000002,52864.90109999999,21.999999999999993,Net Banking
ORD0072,2025-07-24,July,7,CUST0111,West Bengal,Marketplace,Grocery,Biscuits,3,716.6,0.1,2149.8,214.98000000000002,1934.8200000000002,1393.0704,541.7496000000001,28.000000000000004,Cash
ORD0073,2025-12-26,December,12,CUST0093,Delhi,Online,Clothing,Jeans,1,5432.34,0.1,5432.34,543.234,4889.106,2689.0083,2200.0977,44.99999999999999,Debit Card
ORD0074,2025-10-04,October,10,CUST0001,Gujarat,Online,Beauty,Perfume,2,1119.35,0.05,2238.7,111.935,2126.765,1105.9178,1020.8471999999999,48.0,Credit Card
ORD0075,2025-02-15,February,2,CUST0073,Telangana,Online,Furniture,Office Chair,1,13826.89,0.15,13826.89,2074.0335,11752.8565,7991.94242,3760.9140799999996,31.999999999999996,Debit Card
ORD0076,2025-11-15,November,11,CUST0113,Maharashtra,Online,Beauty,Perfume,1,1113.7,0.2,1113.7,222.74,890.96,463.29920000000004,427.6608,48.0,Credit Card
ORD0077,2025-01-28,January,1,CUST0007,Maharashtra,Marketplace,Grocery,Biscuits,2,909.59,0.0,1819.18,0.0,1819.18,1309.8096,509.3704,28.000000000000004,Cash
ORD0078,2025-10-01,October,10,CUST0119,Gujarat,Retail Store,Furniture,Office Chair,6,14483.89,0.05,86903.34,4345.167,82558.173,56139.55764,26418.615359999996,31.999999999999996,UPI
ORD0079,2025-08-19,August,8,CUST0013,Uttar Pradesh,Online,Grocery,Tea,2,665.64,0.05,1331.28,66.56400000000001,1264.716,910.5955199999999,354.12048000000004,28.000000000000007,Credit Card
ORD0080,2025-03-08,March,3,CUST0034,Tamil Nadu,Online,Electronics,Monitor,5,35336.18,0.15,176680.9,26502.135,150178.76499999998,117139.43669999999,33039.328299999994,21.999999999999996,Debit Card
ORD0081,2025-02-11,February,2,CUST0226,Tamil Nadu,Marketplace,Electronics,Keyboard,5,28695.69,0.15,143478.44999999998,21521.767499999998,121956.68249999998,95126.21234999999,26830.470149999994,21.999999999999996,Net Banking
ORD0082,2025-10-16,October,10,CUST0112,Uttar Pradesh,Retail Store,Beauty,Moisturizer,6,943.6,0.1,5661.6,566.1600000000001,5095.4400000000005,2649.6288000000004,2445.8112,48.0,UPI
ORD0083,2025-09-04,September,9,CUST0223,Rajasthan,Retail Store,Office Supplies,Stapler,3,143.78,0.15,431.34000000000003,64.70100000000001,366.639,212.65062,153.98838,42.0,Cash
ORD0084,2025-03-16,March,3,CUST0062,West Bengal,Retail Store,Clothing,Jacket,7,4993.9,0.05,34957.299999999996,1747.8649999999998,33209.435,18265.18925,14944.245749999998,44.99999999999999,Credit Card
ORD0085,2025-06-22,June,6,CUST0275,Uttar Pradesh,Online,Clothing,Sneakers,5,1528.74,0.1,7643.7,764.37,6879.33,3783.6315000000004,3095.6984999999995,44.99999999999999,UPI
ORD0086,2025-05-20,May,5,CUST0139,Uttar Pradesh,Online,Electronics,Headphones,2,51763.43,0.0,103526.86,0.0,103526.86,80750.9508,22775.909199999995,21.999999999999993,Debit Card
ORD0087,2025-06-10,June,6,CUST0138,Delhi,Online,Grocery,Cooking Oil,2,572.41,0.1,1144.82,114.482,1030.338,741.84336,288.49464,28.000000000000004,Cash
ORD0088,2025-11-17,November,11,CUST0038,Karnataka,Marketplace,Beauty,Face Wash,1,2708.75,0.15,2708.75,406.3125,2302.4375,1197.2675,1105.17,48.00000000000001,Net Banking
ORD0089,2025-11-14,November,11,CUST0137,Delhi,Marketplace,Clothing,Jacket,4,2746.85,0.25,10987.4,2746.85,8240.55,4532.3025,3708.2474999999995,44.99999999999999,UPI
ORD0090,2025-10-23,October,10,CUST0229,Maharashtra,Online,Grocery,Coffee,4,1018.1,0.05,4072.4,203.62,3868.78,2785.5216,1083.2584000000002,28.000000000000004,Net Banking
ORD0091,2025-12-05,December,12,CUST0237,Telangana,Online,Office Supplies,Printer Paper,6,1355.36,0.1,8132.16,813.216,7318.9439999999995,4244.98752,3073.95648,42.0,Debit Card
ORD0092,2025-05-05,May,5,CUST0153,Madhya Pradesh,Online,Grocery,Cooking Oil,1,909.75,0.1,909.75,90.97500000000001,818.775,589.5179999999999,229.25700000000006,28.000000000000007,Net Banking
ORD0093,2025-04-14,April,4,CUST0179,Tamil Nadu,Retail Store,Office Supplies,Stapler,7,380.56,0.25,2663.92,665.98,1997.94,1158.8052,839.1348,42.0,Net Banking
ORD0094,2025-10-16,October,10,CUST0038,West Bengal,Online,Clothing,Formal Shirt,6,5416.41,0.2,32498.46,6499.692,25998.768,14299.322400000001,11699.4456,44.99999999999999,Net Banking
ORD0095,2025-10-16,October,10,CUST0123,Telangana,Online,Grocery,Coffee,4,705.37,0.2,2821.48,564.296,2257.184,1625.1724800000002,632.01152,27.999999999999996,Cash
ORD0096,2025-12-31,December,12,CUST0047,Uttar Pradesh,Online,Clothing,Jeans,7,4885.12,0.05,34195.84,1709.792,32486.047999999995,17867.326399999998,14618.721599999997,44.99999999999999,Debit Card
ORD0097,2025-04-05,April,4,CUST0283,Gujarat,Marketplace,Office Supplies,Printer Paper,3,1457.22,0.15,4371.66,655.7489999999999,3715.911,2155.22838,1560.68262,42.0,Credit Card
ORD0098,2025-10-29,October,10,CUST0210,West Bengal,Online,Office Supplies,Stapler,4,2288.45,0.05,9153.8,457.69,8696.109999999999,5043.743799999999,3652.3661999999995,42.0,Debit Card
ORD0099,2025-12-22,December,12,CUST0106,Madhya Pradesh,Marketplace,Clothing,Jeans,5,5573.75,0.15,27868.75,4180.3125,23688.4375,13028.640625000002,10659.796874999998,44.99999999999999,UPI
ORD0100,2025-02-20,February,2,CUST0257,Gujarat,Online,Beauty,Shampoo,6,3283.41,0.25,19700.46,4925.115,14775.345,7683.1794,7092.165599999999,48.0,Cash
ORD0101,2025-07-01,July,7,CUST0149,West Bengal,Online,Electronics,Laptop,1,57584.09,0.1,57584.09,5758.409,51825.681,40424.03118,11401.649819999999,22.0,Credit Card
ORD0102,2025-11-09,November,11,CUST0025,Telangana,Marketplace,Beauty,Shampoo,2,1300.55,0.1,2601.1,260.11,2340.99,1217.3147999999999,1123.6752,48.0,Credit Card
ORD0103,2025-12-13,December,12,CUST0182,Tamil Nadu,Online,Electronics,Monitor,3,9872.26,0.25,29616.78,7404.195,22212.585,17325.8163,4886.7687000000005,22.000000000000004,Net Banking
ORD0104,2025-12-10,December,12,CUST0154,Delhi,Online,Electronics,Laptop,1,52488.26,0.05,52488.26,2624.4130000000005,49863.847,38893.80066,10970.04634,22.0,UPI
ORD0105,2025-03-25,March,3,CUST0063,Tamil Nadu,Online,Electronics,Laptop,1,39766.41,0.2,39766.41,7953.282000000001,31813.128000000004,24814.239840000006,6998.888159999999,21.999999999999993,Net Banking
ORD0106,2025-08-03,August,8,CUST0158,Madhya Pradesh,Online,Office Supplies,File Folder,3,2019.48,0.1,6058.4400000000005,605.844,5452.5960000000005,3162.50568,2290.0903200000002,42.0,Debit Card
ORD0107,2025-01-18,January,1,CUST0113,Delhi,Retail Store,Electronics,Headphones,6,48701.37,0.1,292208.22000000003,29220.822000000004,262987.39800000004,205130.17044000005,57857.22756,21.999999999999996,Cash
ORD0108,2025-09-21,September,9,CUST0162,Madhya Pradesh,Marketplace,Beauty,Perfume,7,3322.18,0.1,23255.26,2325.526,20929.733999999997,10883.461679999999,10046.272319999998,48.0,Credit Card
ORD0109,2025-12-15,December,12,CUST0255,Tamil Nadu,Retail Store,Electronics,Laptop,1,20652.41,0.05,20652.41,1032.6205,19619.7895,15303.435809999999,4316.35369,22.0,Net Banking
ORD0110,2025-03-08,March,3,CUST0291,Tamil Nadu,Retail Store,Office Supplies,Pen Set,1,1436.13,0.15,1436.13,215.4195,1220.7105000000001,708.0120900000001,512.6984100000001,42.00000000000001,Cash
ORD0111,2025-06-14,June,6,CUST0007,Telangana,Marketplace,Grocery,Rice,5,517.35,0.1,2586.75,258.675,2328.075,1676.2139999999997,651.8610000000001,28.000000000000007,Net Banking
ORD0112,2025-05-27,May,5,CUST0002,Madhya Pradesh,Marketplace,Beauty,Sunscreen,3,2124.04,0.1,6372.12,637.212,5734.907999999999,2982.1521599999996,2752.75584,48.00000000000001,Cash
ORD0113,2025-01-11,January,1,CUST0020,Gujarat,Online,Furniture,Office Chair,7,11043.08,0.15,77301.56,11595.233999999999,65706.326,44680.301680000004,21026.024319999997,31.999999999999996,Credit Card
ORD0114,2025-02-22,February,2,CUST0280,Madhya Pradesh,Retail Store,Clothing,Jacket,3,5716.49,0.2,17149.47,3429.8940000000002,13719.576000000001,7545.766800000001,6173.8092,44.99999999999999,UPI
ORD0115,2025-04-25,April,4,CUST0281,Karnataka,Online,Electronics,Headphones,6,50276.16,0.15,301656.96,45248.544,256408.41600000003,199998.56448000003,56409.85152,21.999999999999996,Cash
ORD0116,2025-06-03,June,6,CUST0075,Rajasthan,Retail Store,Furniture,Cabinet,5,6362.78,0.05,31813.899999999998,1590.695,30223.204999999998,20551.7794,9671.425599999999,31.999999999999996,Credit Card
ORD0117,2025-12-22,December,12,CUST0076,Karnataka,Online,Electronics,Smartphone,6,11829.0,0.1,70974.0,7097.400000000001,63876.6,49823.748,14052.851999999999,22.0,Net Banking
ORD0118,2025-01-27,January,1,CUST0268,West Bengal,Online,Electronics,Smartphone,7,57811.73,0.15,404682.11000000004,60702.3165,343979.7935,268304.23893000005,75675.55456999998,21.999999999999993,Net Banking
ORD0119,2025-07-09,July,7,CUST0193,Maharashtra,Online,Furniture,Table,6,3556.73,0.05,21340.38,1067.019,20273.361,13785.88548,6487.47552,32.0,Debit Card
ORD0120,2025-10-09,October,10,CUST0164,Madhya Pradesh,Marketplace,Beauty,Moisturizer,5,2962.36,0.1,14811.800000000001,1481.1800000000003,13330.62,6931.9224,6398.6976,48.0,Credit Card
ORD0121,2025-02-24,February,2,CUST0036,Uttar Pradesh,Marketplace,Grocery,Biscuits,6,892.46,0.05,5354.76,267.738,5087.022,3662.65584,1424.36616,28.000000000000004,Cash
ORD0122,2025-12-03,December,12,CUST0154,Delhi,Online,Grocery,Rice,3,736.37,0.1,2209.11,220.91100000000003,1988.199,1431.50328,556.6957200000002,28.000000000000007,UPI
ORD0123,2025-10-23,October,10,CUST0042,West Bengal,Marketplace,Electronics,Headphones,1,36243.01,0.15,36243.01,5436.4515,30806.558500000003,24029.115630000004,6777.442869999999,21.999999999999993,Debit Card
ORD0124,2025-08-17,August,8,CUST0012,Maharashtra,Online,Clothing,Sneakers,4,5822.35,0.0,23289.4,0.0,23289.4,12809.170000000002,10480.23,44.99999999999999,Debit Card
ORD0125,2025-11-01,November,11,CUST0012,Tamil Nadu,Marketplace,Beauty,Sunscreen,1,3335.78,0.1,3335.78,333.57800000000003,3002.202,1561.14504,1441.0569600000001,48.0,UPI
ORD0126,2025-08-03,August,8,CUST0089,Telangana,Online,Beauty,Sunscreen,6,2302.86,0.3,13817.16,4145.148,9672.011999999999,5029.446239999999,4642.5657599999995,48.0,Credit Card
ORD0127,2025-02-16,February,2,CUST0086,Telangana,Marketplace,Furniture,Cabinet,7,24985.45,0.15,174898.15,26234.7225,148663.4275,101091.1307,47572.2968,32.0,UPI
ORD0128,2025-06-25,June,6,CUST0103,Madhya Pradesh,Retail Store,Furniture,Bookshelf,3,23746.0,0.1,71238.0,7123.8,64114.2,43597.656,20516.543999999994,31.999999999999996,Cash
ORD0129,2025-07-07,July,7,CUST0183,Karnataka,Marketplace,Beauty,Face Wash,2,3120.49,0.1,6240.98,624.098,5616.882,2920.77864,2696.1033599999996,48.0,Cash
ORD0130,2025-12-15,December,12,CUST0108,Delhi,Marketplace,Grocery,Biscuits,1,898.53,0.1,898.53,89.85300000000001,808.6769999999999,582.2474399999999,226.42956000000004,28.000000000000007,Credit Card
ORD0131,2025-02-03,February,2,CUST0096,Maharashtra,Marketplace,Grocery,Tea,3,1055.91,0.1,3167.7300000000005,316.7730000000001,2850.9570000000003,2052.68904,798.2679600000001,28.000000000000004,Net Banking
ORD0132,2025-11-14,November,11,CUST0239,West Bengal,Retail Store,Beauty,Face Wash,4,2270.77,0.25,9083.08,2270.77,6812.3099999999995,3542.4012,3269.9087999999997,48.0,Cash
ORD0133,2025-03-06,March,3,CUST0158,Delhi,Retail Store,Grocery,Coffee,1,177.05,0.1,177.05,17.705000000000002,159.345,114.7284,44.616600000000005,28.000000000000004,UPI
ORD0134,2025-07-12,July,7,CUST0140,Telangana,Online,Beauty,Sunscreen,6,348.83,0.0,2092.98,0.0,2092.98,1088.3496,1004.6304,48.0,Net Banking
ORD0135,2025-07-17,July,7,CUST0199,Uttar Pradesh,Marketplace,Grocery,Tea,3,1089.28,0.3,3267.84,980.352,2287.4880000000003,1646.9913600000002,640.4966400000001,27.999999999999996,Net Banking
ORD0136,2025-03-04,March,3,CUST0107,Delhi,Online,Grocery,Cooking Oil,5,1005.24,0.05,5026.2,251.31,4774.889999999999,3437.9207999999994,1336.9692,28.000000000000004,UPI
ORD0137,2025-08-29,August,8,CUST0054,Karnataka,Online,Furniture,Office Chair,3,21089.63,0.2,63268.89,12653.778,50615.112,34418.27616,16196.83584,32.0,Debit Card
